0,1
-1.214599,0.14731811
1.3993182,0.12172239
-0.7689383,0.22521426
-0.1094687,0.07009673
-0.6998062,0.15194449
-0.69653344,0.10908007
-1.0219822,0.25225988
-1.1533594,0.14042827
-1.0897987,0.13338754
-1.413693,0.15801373
-1.5854607,0.16375989
-1.6514591,0.18417795
-1.1527827,0.07511239
-0.8460586,0.060878273
-0.8592062,0.07031384
-1.0456614,0.07855162
-1.5613371,0.08754067
-1.0741577,0.065787725
-2.209638,0.1452113
-1.1303186,0.071799405
-0.27537894,0.11399588
0.29448152,0.12163748
0.96811104,0.14386949
1.1263824,0.09013382
1.0726218,0.12314145
1.3243928,0.08478426
1.0638065,0.12626901
0.9201102,0.14735
1.1215739,0.092187956
1.0241222,0.15817416
0.80408406,0.15019992
0.47801328,0.11670237
0.5031967,0.14620148
0.25406766,0.13200761
-0.043966055,0.16175064
-0.69908047,0.09577358
-0.9793198,0.15769264
-1.2099881,0.16348073
-1.4756161,0.14493518
-1.7261887,0.25758958
-1.6701589,0.12409783
-1.7460316,0.15737504
-1.8047501,0.21773656
-1.5677592,0.13347697
-0.60388064,0.0065045734
-1.7039701,0.18687639
-1.6671457,0.17351307
-1.2306949,0.04827456
-0.8516743,0.10155091
-0.75892925,0.05967634
-0.31341124,0.061777513
0.0949471,0.054811914
0.07170653,0.07111836
0.84534574,0.10100266
1.0787358,0.07630588
0.9227781,0.062467515
1.3312292,0.06772629
-1.3334115,0.12285087
-1.560453,0.20966457
-1.8063987,0.29907903
-1.7371054,0.14892522
-1.351882,0.15722033
0.100744724,0.17547016
0.989511,0.1931518
1.1177392,0.1287957
1.1651459,0.14451182
0.9949007,0.21377046
0.91039133,0.14533597
0.8815098,0.19161686
0.78141046,0.116482675
0.5756862,0.092224196
0.8149464,0.09232297
0.48773503,0.10022362
0.56213355,0.10304494
0.9742751,0.11697987
0.6960027,0.09296315
-1.1790602,0.07081232
-2.3700829,0.21598022
-1.6211004,0.19159901
-0.15972304,0.08704021
-0.26426768,0.045771457
-0.0115196705,0.11274726
0.36842823,0.15944925
0.45628667,0.13961877
-0.2372191,0.1023339
-0.50940037,0.09167941
-0.54961014,0.18700626
-0.32606173,0.0811496
-0.46494722,0.049391367
-1.248721,0.13291226
-1.2612994,0.097615905
-0.9317689,0.1191041
-1.0293219,0.19221073
-0.5306392,0.09934588
-0.6190777,0.08612089
0.83382463,0.08366925
0.9415536,0.09754781
1.7823482,0.1652479
2.262992,0.31476355
2.1597733,0.18082081
2.4062567,0.18749146
1.7350287,0.04077922
1.2950983,0.09747817
0.2353282,0.061582867
-0.040704012,0.117656425
-0.37418795,0.1538778
-0.4540062,0.110526204
-0.53408813,0.07132703
-0.3596244,0.07449862
-0.61916304,0.1326453
-0.37605262,0.12668197
-0.4590392,0.12606923
-0.36864305,0.13741493
-0.14970517,0.10636016
-0.8721266,0.10378685
-1.3207453,0.12411279
-1.3393072,0.1083898
-0.25764155,0.10746305
0.24897647,0.078016154
0.42663598,0.099611506
0.82735777,0.05829264
0.8087189,0.12559071
0.8908644,0.09185378
0.6484864,0.18572673
0.6094601,0.09200133
0.67378616,0.19588478
0.6797762,0.12079407
0.63915324,0.0979543
0.776783,0.13561043
0.9064822,0.112377934
0.9944868,0.15838192
1.3454814,0.115233846
1.1421819,0.16802314
0.95871925,0.187194
0.0045154095,0.08468837
-1.2983017,0.20259544
-1.1880109,0.0881594
-1.2352033,0.27160323
-1.135606,0.13287641
-1.1325886,0.2108634
-1.2020106,0.103478484
-1.3145669,0.17071338
-1.3753663,0.11855827
-1.4961052,0.09401407
-1.5249773,0.144193
-1.6249255,0.16987434
-1.4870268,0.06450908
-1.8418659,0.22083572
-1.9290191,0.23285623
-2.1537633,0.104419455
1.5315957,0.06868864
2.2854233,0.07103868
-1.950405,0.07249551
2.2309208,0.043202758
-1.6902295,0.21164683
-1.4915384,0.17578691
-1.1601545,0.18364209
-0.9055388,0.12979099
-1.0022988,0.102826074
-0.9193497,0.078711584
-0.89082885,0.090747505
-0.7519467,0.10982291
-0.29173088,0.13448408
-0.31054592,0.08814822
-0.19642591,0.09774854
1.3877883,0.0283976
-0.0026345253,0.09301662
0.8449681,0.062361386
-1.8634816,0.18320438
-0.5181551,0.13857064
-1.1725643,0.18592174
0.8759031,0.09749082
1.4459882,0.08868946
0.70466876,0.07533831
0.84482,0.12594658
0.9431853,0.13029231
-2.2950807,0.023908466
1.0138865,0.106124215
1.2369614,0.14230041
1.1247897,0.1672072
1.0216866,0.12830009
0.9767151,0.10130612
0.32534695,0.13920444
1.4396353,0.117286794
1.303659,0.12145831
-0.8987081,0.14539422
0.99141264,0.08571294
0.050202847,0.10106001
0.44531035,0.11089929
1.0485392,0.08473849
-0.49293423,0.07831221
0.051499605,0.13125582
0.90773106,0.14128014
0.5455661,0.104236975
1.5905766,0.22741406
1.4543853,0.20698404
1.0888004,0.08257957
0.13341546,0.10352219
1.5093908,0.10550142
0.5484569,0.15505241
0.21203089,0.0567488
-0.58123946,0.11766227
-0.75226927,0.0955124
-0.47074866,0.11839166
-0.58422494,0.15875797
-0.31577134,0.106877364
-0.3990078,0.12913722
-0.2928064,0.15482835
0.2992735,0.10196855
0.7002659,0.07436136
