0,1,2,3
4.0074883,0.99255025,-2.8704867,0.1985637
4.1101284,0.995886,-2.2285106,0.35410333
4.2627935,0.9744703,-0.5059111,0.3129455
-1.2094193,0.8994339,0.28833675,0.011430037
2.830638,0.96019423,-0.13418913,0.105443515
2.4594398,0.30959058,-1.0970376,0.061288115
3.215186,0.41198662,-2.4186382,0.05753951
-0.2952795,0.6253955,-1.5702741,0.014818932
3.1685276,0.88494295,1.1854231,0.081787646
2.6370783,0.8391325,-2.8279352,0.05132072
-1.890614,0.642547,-2.6936853,0.01516585
1.8858814,0.84990084,-2.6504161,0.04348264
1.6339359,0.93150264,-2.7748537,0.035417408
2.4247785,0.92518216,-2.8386106,0.06543877
-1.481875,0.9787193,-2.7506473,0.05562655
1.7275925,0.93540144,-2.344593,0.025590723
0.118768215,0.940599,-2.4949923,0.013495387
-3.0335217,0.6842832,2.922065,0.06309587
-0.3802004,0.9431871,-2.6556234,0.020273605
-0.8456764,0.9303391,-2.6599166,0.037350543
0.47971487,0.9888754,-2.7792323,0.06163881
2.383953,0.9646814,-2.6718342,0.034563277
-1.478643,0.987811,-2.9252603,0.073465735
-0.19707155,0.96486926,-2.8460312,0.014900267
-1.6247559,0.9859294,-3.064325,0.09096611
-0.290936,0.92224646,-2.9848797,0.0057871453
-1.5075755,0.9770412,-3.0846632,0.08496732
-3.1851163,0.96168005,-3.116778,0.054221854
-2.823013,0.8905965,-3.130869,0.065646216
-1.7419615,0.99483126,1.9341552,0.19255108
-3.1801558,0.99711895,1.4313519,0.22080809
-2.0562613,0.9984509,0.70925784,0.20899545
-2.24898,0.9992107,0.57825303,0.24860422
-1.4645977,0.9986356,0.5265212,0.22569579
0.05645752,0.99920076,0.7543118,0.17344539
1.3997946,0.9993622,1.1464679,0.17001653
-1.2089727,0.999783,1.3083456,0.20195776
-1.6579225,0.9997304,1.1766055,0.132272
-0.9452901,0.9996076,1.1695163,0.17319986
-0.40822887,0.9996387,1.1887977,0.14482957
-0.64087105,0.9995863,1.1129973,0.2122622
1.006844,0.99945825,1.0917661,0.1353807
1.716815,0.9988543,1.5500491,0.22453752
-2.475319,0.9992354,1.4618528,0.24864109
-0.83680916,0.9987143,1.2040002,0.1634022
-1.5369391,0.99633574,1.0715888,0.08531635
-2.1921027,0.9984647,0.8426297,0.099737786
-0.35089588,0.99798644,0.66292644,0.12629591
-0.5713029,0.9965816,0.5603533,0.15107507
-2.1382854,0.98327017,0.37462544,0.05012649
0.9603553,0.99569654,0.3758018,0.1472233
-2.192843,0.98529077,0.3971734,0.120608814
-2.041414,0.9854175,0.11639857,0.088891245
-1.8837712,0.99480814,-0.18819594,0.111155175
-3.6672947,0.9817923,-0.993803,0.31769812
-2.4793844,0.96161765,-1.9811099,0.059439603
-2.4448106,0.9220568,-2.0959358,0.053816706
0.13720036,0.9238182,-2.1849084,0.01892295
-2.4961743,0.9801926,-2.6351736,0.1682936
0.2125721,0.35219076,-2.075512,0.0013551894
-3.136774,0.9191434,2.8159115,0.1105174
-1.1729422,0.5628661,-2.9649358,0.012767196
-1.682652,0.6238106,-2.900664,0.006629189
-2.9738991,0.9738002,1.5913832,0.2964875
-0.9239931,0.9899127,0.80199814,0.118174516
-1.2148623,0.9908742,0.5093663,0.16357179
-1.871006,0.99207425,0.16064,0.117930576
0.91671515,0.9956606,0.030024529,0.14739448
0.7541032,0.9945127,0.28646827,0.16519335
-1.6975036,0.9946538,0.25347114,0.090276085
0.61403465,0.99395037,0.19987178,0.06870191
0.20113659,0.9965024,0.25618458,0.08184856
-1.9667866,0.99552995,0.17262268,0.20730245
-1.9008005,0.9951056,0.0046925545,0.16087209
-0.1429596,0.9960097,0.16560173,0.10892808
-1.1170402,0.99568886,0.24366808,0.08311736
