0,1,2,3
3.1257312,0.9992432,-0.32702965,0.033557147
3.2039251,0.99934614,-0.23611453,0.033557147
3.2424653,0.9994537,-0.14042461,0.033557147
3.2317226,0.9995587,-0.04477583,0.033557147
3.1660821,0.9996551,0.04605833,0.033557147
3.0455823,0.99973845,0.12812372,0.033557147
2.8763368,0.99980605,0.19901684,0.033557147
2.6708286,0.9998574,0.25827816,0.033557147
2.4480605,0.999894,0.30726904,0.033557147
2.2324376,0.99991876,0.3486196,0.033557147
2.0504222,0.9999349,0.38552904,0.033557147
1.9253311,0.9999455,0.42117414,0.033557147
1.8719003,0.99995285,0.45831057,0.033557147
1.8924631,0.99995816,0.4990167,0.033557147
1.9758736,0.99996233,0.5445236,0.033557147
2.099352,0.9999656,0.59513086,0.033557147
2.2326405,0.9999682,0.65022177,0.033557147
2.3432252,0.9999701,0.70835584,0.033557147
2.4010224,0.9999713,0.7674015,0.033557147
2.381382,0.9999716,0.82472855,0.033557147
2.2666292,0.999971,0.87753344,0.033557147
2.0477216,0.99996907,0.92332816,0.033557147
1.7274139,0.9999659,0.9604747,0.033557147
1.3241063,0.9999615,0.988528,0.033557147
0.8729176,0.99995637,1.0081923,0.033557147
0.42017597,0.9999512,1.0208881,0.033557147
0.010814596,0.9999468,1.0281265,0.033557147
-0.32674074,0.9999439,1.030951,0.033557147
-0.5905566,0.99994296,1.0296383,0.033557147
-0.8041922,0.99994427,1.0236961,0.033557147
-1.0046808,0.9999476,1.0120884,0.033557147
-1.2255193,0.99995255,0.993552,0.033557147
-1.4830625,0.99995846,0.966892,0.033557147
-1.7721419,0.99996465,0.9312014,0.033557147
-2.0712647,0.99997044,0.8860167,0.033557147
-2.3530068,0.9999754,0.83143973,0.033557147
-2.5938513,0.99997914,0.7682292,0.033557147
-2.7797258,0.9999818,0.6978328,0.033557147
-2.9067597,0.9999835,0.6223308,0.033557147
-2.978983,0.9999845,0.54426897,0.033557147
-3.0050297,0.9999851,0.46635473,0.033557147
-2.9951668,0.99998534,0.3909939,0.033557147
-2.9592724,0.99998546,0.31973824,0.033557147
-2.906085,0.9999854,0.25285587,0.033557147
-2.8437824,0.9999854,0.18928641,0.033557147
-2.7813356,0.9999855,0.12708265,0.033557147
-2.7294612,0.9999858,0.064145915,0.033557147
-2.6999707,0.99998635,-0.001128342,0.033557147
-2.703269,0.99998724,-0.0696028,0.033557147
-2.7450986,0.9999883,-0.14156546,0.033557147
-2.824381,0.99998945,-0.21705867,0.033557147
-2.9334583,0.9999904,-0.29607245,0.033557147
-3.0606225,0.99999106,-0.3785045,0.033557147
-3.1935575,0.99999124,-0.46404573,0.033557147
-3.322066,0.99999094,-0.5522209,0.033557147
-3.4391503,0.99999,-0.64263195,0.033557147
-3.5405366,0.9999885,-0.7352056,0.033557147
-3.6234875,0.99998647,-0.83020765,0.033557147
-3.6859763,0.9999841,-0.9280132,0.033557147
-3.7269387,0.99998134,-1.0288651,0.033557147
-3.7474973,0.99997866,-1.1328522,0.033557147
-3.7521822,0.99997616,-1.2400898,0.033557147
-3.7489278,0.9999739,-1.3508521,0.033557147
-3.7473135,0.99997187,-1.4654008,0.033557147
-3.7556949,0.9999698,-1.583421,0.033557147
-3.778565,0.99996716,-1.7031485,0.033557147
-3.815199,0.9999637,-1.8203169,0.033557147
-3.859736,0.99995875,-1.9269965,0.033557147
-3.902223,0.9999519,-2.0103421,0.033557147
-3.930194,0.9999422,-2.0514095,0.033557147
-3.9307745,0.9999284,-2.024749,0.033557147
-3.8934534,0.9999089,-1.9003041,0.033557147
-3.813217,0.99988186,-1.6493305,0.033557147
-3.692937,0.9998454,-1.2545456,0.033557147
-3.5433962,0.999797,-0.72149694,0.033557147
-3.3799067,0.99973214,-0.08526214,0.033557147
-3.2162356,0.9996404,0.5929491,0.033557147
-3.0585144,0.9995,1.2398844,0.033557147
-2.902279,0.99926865,1.7891612,0.033557147
-2.7339816,0.99887466,2.1958933,0.033557147
-2.5355065,0.9982108,2.440712,0.033557147
-2.2888734,0.9971438,2.5237744,0.033557147
-1.9796776,0.99555004,2.4553077,0.033557147
-1.6003191,0.9933816,2.250132,0.033557147
-1.1548169,0.9907462,1.9291751,0.033557147
-0.66461354,0.98795694,1.5247711,0.033557147
-0.17136237,0.98550355,1.0829991,0.033557147
0.2680408,0.9839243,0.6580657,0.033557147
0.59512675,0.9836169,0.29950136,0.033557147
0.76717705,0.9846784,0.038463365,0.033557147
0.7697233,0.98686117,-0.119457565,0.033557147
0.6179678,0.98967093,-0.1915388,0.033557147
0.3473713,0.992553,-0.20780855,0.033557147
-0.00036934705,0.9950702,-0.19940849,0.033557147
-0.38838264,0.9969961,-0.1905494,0.033557147
-0.788667,0.99830675,-0.19577968,0.033557147
-1.1801015,0.9991083,-0.22119363,0.033557147
-1.544323,0.9995526,-0.26713026,0.033557147
-1.863067,0.99977803,-0.33060834,0.033557147
-2.1185126,0.9998842,-0.40697154,0.033557147
-2.2962456,0.9999317,-0.49098998,0.033557147
-2.3893676,0.99995285,-0.5777584,0.033557147
-2.401788,0.9999627,-0.66346735,0.033557147
-2.3488061,0.99996775,-0.74590003,0.033557147
-2.2540026,0.9999708,-0.8245086,0.033557147
-2.1430657,0.9999728,-0.90007716,0.033557147
-2.0365872,0.99997425,-0.97411215,0.033557147
-1.9441645,0.99997544,-1.0481303,0.033557147
-1.8614293,0.9999763,-1.1229787,0.033557147
-1.7708052,0.9999767,-1.198313,0.033557147
-1.6463847,0.99997646,-1.2723846,0.033557147
-1.462806,0.99997526,-1.3422598,0.033557147
-1.2064521,0.999973,-1.4044725,0.033557147
-0.88503337,0.9999696,-1.4559327,0.033557147
-0.5305627,0.9999654,-1.4948004,0.033557147
-0.19276594,0.999961,-1.5210545,0.033557147
0.07535496,0.9999572,-1.5366086,0.033557147
0.2336891,0.99995476,-1.5449613,0.033557147
0.2658485,0.9999542,-1.5504906,0.033557147
0.18071565,0.9999558,-1.5576059,0.033557147
0.005594794,0.999959,-1.5700259,0.033557147
-0.22470993,0.99996346,-1.5904078,0.033557147
-0.47795674,0.99996835,-1.6203882,0.033557147
-0.7302616,0.99997324,-1.6608852,0.033557147
-0.96651554,0.9999775,-1.7123904,0.033557147
-1.1765553,0.9999811,-1.775017,0.033557147
-1.3499157,0.9999837,-1.8482776,0.033557147
-1.4724433,0.9999856,-1.9307623,0.033557147
-1.526792,0.9999866,-2.0199819,0.033557147
-1.496524,0.9999869,-2.1125345,0.033557147
-1.3717388,0.99998635,-2.2045615,0.033557147
-1.1538461,0.99998486,-2.2923167,0.033557147
-0.85789216,0.99998206,-2.3726776,0.033557147
-0.51177317,0.9999778,-2.4435282,0.033557147
-0.15231387,0.9999719,-2.5040197,0.033557147
0.1811804,0.9999646,-2.5546982,0.033557147
0.45451048,0.99995625,-2.5974278,0.033557147
0.6453611,0.9999477,-2.63504,0.033557147
0.7473875,0.9999399,-2.6707382,0.033557147
0.7704759,0.9999337,-2.707413,0.033557147
0.7372049,0.9999297,-2.7470818,0.033557147
0.6767439,0.9999282,-2.7905948,0.033557147
0.61822706,0.99992883,-2.837618,0.033557147
0.5855596,0.9999314,-2.8868048,0.033557147
0.5945605,0.9999354,-2.9360702,0.033557147
0.6520106,0.99994034,-2.9829426,0.033557147
0.75564295,0.99994576,-3.0249963,0.033557147
0.8947281,0.9999511,-3.0603244,0.033557147
1.0518005,0.999956,-3.0879233,0.033557147
1.2060413,0.9999599,-3.107843,0.033557147
1.3377552,0.99996245,-3.121042,0.033557147
1.4323101,0.99996364,-3.1290147,0.033557147
1.4819745,0.9999636,-3.1333587,0.033557147
1.4853456,0.9999626,-3.1354387,0.033557147
1.4455569,0.99996114,-3.13623,0.033557147
1.3689615,0.99995947,-3.1363223,0.033557147
1.2649776,0.99995786,-3.1360128,0.033557147
1.1459852,0.9999563,-3.135421,0.033557147
1.0253474,0.99995476,-3.1345766,0.033557147
0.91291755,0.99995285,-3.1334789,0.033557147
0.80981266,0.99994993,-3.1321394,0.033557147
0.7053648,0.99994534,-3.1306095,0.033557147
0.5779284,0.999938,-3.1289773,0.033557147
0.39915714,0.999927,-3.1272671,0.033557147
0.1406458,0.9999113,-3.125125,0.033557147
-0.21770991,0.9998902,-3.1211212,0.033557147
-0.6787702,0.9998631,-3.1115131,0.033557147
-1.2218659,0.9998299,-3.088462,0.033557147
-1.8036788,0.99979025,-3.0381448,0.033557147
-2.3683636,0.9997431,-2.9398737,0.033557147
-2.8635936,0.9996861,-2.7678792,0.033557147
-3.2551248,0.9996162,-2.4970882,0.033557147
-3.5332742,0.99953103,-2.1124654,0.033557147
-3.7097003,0.9994305,-1.6187437,0.033557147
-3.8080225,0.9993184,-1.0454427,0.033557147
-3.8536818,0.99920136,-0.44306657,0.033557147
-3.8668473,0.9990852,0.12940261,0.033557147
