t (us),Omega_x (2pi MHz),Omega_y (2pi MHz),Omega_z (2pi MHz)
0.00037915757,3.412209,79.9272,0.0
0.00032474365,-6.3269215,79.74942,0.0
0.0003693403,-11.730541,79.13529,0.0
0.00038755665,-18.034632,77.9407,0.0
0.00043731122,-28.252369,74.8452,0.0
0.00039600855,-39.40706,69.621,0.0
0.00039694467,-39.19381,69.74127,0.0
0.00029220423,-35.287743,71.79677,0.0
0.00022915573,-35.218433,71.83079,0.0
0.00029110306,-22.26529,76.83916,0.0
0.00031914143,-10.272759,79.3377,0.0
0.00022065472,5.761463,79.79227,0.0
0.00022983251,16.943462,78.18516,0.0
0.00045665156,20.802158,77.24811,0.0
0.0002810896,27.486465,75.129845,0.0
0.00032957108,41.077538,68.64864,0.0
0.00037803472,41.4253,68.43935,0.0
0.0002929024,40.431,69.0314,0.0
0.00022116437,53.088955,59.846157,0.0
0.00017062438,77.833855,18.490305,0.0
0.00018690688,73.78168,-30.92352,0.0
0.00019844646,67.80997,-42.44771,0.0
0.00021308086,50.71956,-61.86701,0.0
0.000157587,30.310108,-74.03578,0.0
0.0002599581,53.36635,-59.598938,0.0
0.0003102701,57.440582,-55.68285,0.0
0.00022864969,48.781372,-63.40645,0.0
0.00024199295,51.404373,-61.29919,0.0
0.0003560639,50.400204,-62.12744,0.0
0.0002248399,63.431774,-48.748436,0.0
0.00018502618,50.015816,-62.437317,0.0
0.00027513143,57.321514,-55.805416,0.0
0.00019455272,72.20822,-34.43795,0.0
0.00017348141,79.04393,-12.331165,0.0
0.00018578631,79.69338,6.9975004,0.0
0.00024035691,22.437672,76.789,0.0
0.00028111058,14.945325,78.59158,0.0
0.0004147005,9.160017,79.47386,0.0
0.0003023799,11.475783,79.17264,0.0
0.00032841103,18.441278,77.84548,0.0
0.00037069438,37.247437,70.79992,0.0
0.00028917578,40.529118,68.97384,0.0
0.00025667946,43.402042,67.20315,0.0
0.00031148863,33.61743,72.59386,0.0
0.000321265,-52.26833,60.564194,0.0
0.00030643417,-66.099655,45.06479,0.0
0.0004491359,-77.274445,20.704113,0.0
0.00051005767,-75.88765,25.319248,0.0
0.00014764968,-71.06756,36.734215,0.0
0.00012736258,-73.43988,31.726704,0.0
0.00012627333,-70.96382,36.934208,0.0
0.00013876495,-72.941666,32.855953,0.0
7.008411e-05,-45.412476,65.861275,0.0
7.704823e-05,-23.602846,76.4389,0.0
0.00033556175,-3.1176429,-79.939224,0.0
0.00030619995,56.725616,-56.411026,0.0
0.00012295821,78.14858,-17.11137,0.0
0.00017196953,71.86688,-35.144714,0.0
0.00014362897,75.75758,-25.705824,0.0
0.00020670747,79.65009,-7.474169,0.0
0.00025304587,78.63302,-14.725767,0.0
0.0002611109,65.94624,-45.288994,0.0
0.0002929138,42.61343,-67.70595,0.0
0.00031145217,36.9474,-70.956955,0.0
0.00022504665,-1.3610599,-79.98842,0.0
0.0002448785,18.274559,-77.88479,0.0
0.00021930633,10.077797,-79.3627,0.0
0.0002726379,12.329154,-79.04424,0.0
0.0001729842,20.961803,-77.20494,0.0
0.0003388947,18.153803,-77.913025,0.0
0.00024844042,23.157595,-76.57497,0.0
0.00034301367,17.28789,-78.109726,0.0
0.00025617177,23.670364,-76.41802,0.0
0.00018782025,26.14104,-75.608505,0.0
0.00018138252,6.10927,-79.76639,0.0
0.00016684605,22.126657,-76.879196,0.0
0.0001438115,5.792509,-79.790016,0.0
0.00026269897,15.836948,-78.41678,0.0
0.00020343496,1.9485134,-79.976265,0.0
0.00025109123,-7.2357183,-79.672104,0.0
0.00016086074,-33.108448,-72.8274,0.0
0.00013088546,-54.4367,-58.622913,0.0
0.00013759067,-59.66812,-53.28898,0.0
8.035843e-05,16.31228,-78.319275,0.0
0.00033631682,-76.68763,-22.781733,0.0
0.00020375884,-72.1586,-34.54181,0.0
0.0002948251,-75.12038,-27.51235,0.0
0.00011985779,-23.686865,-76.4129,0.0
5.6702618e-05,61.234604,-51.48129,0.0
0.00016045848,13.282047,-78.88971,0.0
0.00019018682,79.25999,-10.856085,0.0
0.00016002326,61.672363,-50.956055,0.0
0.000103985825,77.66109,-19.203,0.0
0.0001942325,76.49036,-23.43555,0.0
0.00014949331,79.790245,-5.789384,0.0
0.00024848914,73.99571,-30.407812,0.0
0.00023276523,76.98573,-21.753078,0.0
0.00011803905,67.22835,-43.363,0.0
0.0001673043,69.39432,-39.80487,0.0
0.00014916375,78.919815,-13.102026,0.0
0.00017304937,79.95181,-2.776294,0.0
0.00018076466,79.785736,-5.851227,0.0
0.00013304733,79.0352,12.386925,0.0
0.00020221244,79.483734,9.073887,0.0
9.993557e-05,72.541435,33.7304,0.0
0.00014375748,71.55516,35.775124,0.0
0.00017598264,59.34246,53.651394,0.0
