fidelity,pulse_duration
0.4998762011528015,33.27885437011719
0.5413037538528442,33.26180648803711
0.5272952914237976,33.25040817260742
0.5667628645896912,33.245296478271484
0.6191462874412537,33.24307632446289
0.620364248752594,33.24870300292969
0.6165837645530701,33.25789260864258
0.639738142490387,33.26902770996094
0.6525095701217651,33.27912902832031
0.6410350203514099,33.287540435791016
0.6634371876716614,33.29047775268555
0.686499834060669,33.29197692871094
0.70247483253479,33.29514694213867
0.6869838237762451,33.29813003540039
0.6791432499885559,33.30099868774414
0.6904826164245605,33.299373626708984
0.740757167339325,33.2986946105957
0.6963913440704346,33.29666519165039
0.7092713713645935,33.29304504394531
0.7117341756820679,33.285335540771484
0.700910210609436,33.280025482177734
0.7442208528518677,33.27517318725586
0.7194806337356567,33.270084381103516
0.7557748556137085,33.26579284667969
0.7025456428527832,33.25978469848633
0.7452753782272339,33.251468658447266
0.7364459037780762,33.24666976928711
0.736405074596405,33.24434280395508
0.7291203737258911,33.24064254760742
0.732354998588562,33.23917007446289
0.7336054444313049,33.23794174194336
0.7311408519744873,33.23898696899414
0.7588381171226501,33.237911224365234
0.7487918138504028,33.233455657958984
0.7443995475769043,33.23067092895508
0.7135940790176392,33.22732162475586
0.772318959236145,33.22416687011719
0.7543042898178101,33.22061538696289
0.7395868897438049,33.223907470703125
0.7523894309997559,33.22608947753906
0.7440564036369324,33.22641372680664
0.744417667388916,33.22519302368164
0.7752570509910583,33.22511672973633
0.7315235137939453,33.22611618041992
0.746019184589386,33.22854232788086
0.7656657695770264,33.2290153503418
0.7440991997718811,33.228397369384766
0.7660074234008789,33.225311279296875
0.7784612774848938,33.217830657958984
0.7961386442184448,33.20943832397461
0.7774425745010376,33.2034797668457
0.7472845911979675,33.20335388183594
0.7651751041412354,33.19631576538086
0.7814335823059082,33.187320709228516
0.7632989883422852,33.182254791259766
0.771950364112854,33.17502212524414
0.7440558671951294,33.16172409057617
0.7622889280319214,33.15104675292969
0.7660538554191589,33.1450080871582
0.7780584692955017,33.13710021972656
0.7665744423866272,33.12900161743164
0.7598106265068054,33.123477935791016
0.7645961046218872,33.12104797363281
0.7764522433280945,33.119144439697266
0.7305299043655396,33.12113571166992
0.7744761109352112,33.127010345458984
0.7665703892707825,33.129703521728516
0.7394192218780518,33.12839889526367
0.759103000164032,33.12966537475586
0.7900398373603821,33.135494232177734
0.7760705351829529,33.136653900146484
0.7580554485321045,33.14462661743164
0.7976579666137695,33.15657043457031
0.7846454381942749,33.169132232666016
0.7587199211120605,33.18012619018555
0.7949111461639404,33.19108200073242
0.7792102694511414,33.19857406616211
0.7558091878890991,33.20463562011719
0.7589943408966064,33.2127685546875
0.7623969316482544,33.215702056884766
0.7678334712982178,33.21052932739258
0.8004181385040283,33.204158782958984
0.7528262734413147,33.203369140625
0.7756762504577637,33.19761276245117
0.7879567742347717,33.186885833740234
0.7867438793182373,33.18223571777344
0.7996137142181396,33.17478942871094
0.7815426588058472,33.16654968261719
0.7950133085250854,33.15707778930664
0.758294939994812,33.149810791015625
